id,name,price,shop,品牌,内存,CPU,销量
5093526442075,联想(Thinkpad) ThinkPad系列 联想笔记本 二手笔记本电脑 轻薄办公 ThinkPad X1系列,7801.425808,MIFANS米粉严选拼购店,其他,7081GB,Intel i5,1389
4147784556559,华为HUAWEImatebook D14/数字14笔记本电脑超轻薄本学生商务办公本设计便携 D14R5-3500U/16G 咨询客服享好礼  默认512G固态,10000,机械革命华之嘉专卖店,荣耀,7082GB,其他,813
8763562217179,ThinkPad国家补贴20%联想ThinkBook16+ 2025轻薄办公 英特尔酷睿Ultra5 16英寸 32G 1T 3.2K笔记本电脑,300,ZWIDE数码旗舰店,宏碁,7083GB,Intel N系列,523
9056146490796,苹果Apple MacBook Pro 二手苹果笔记本电脑 AI办公 商务剪辑 游戏娱乐 9成新 18款13寸i5/8G-512G 9R2银I灰,9311.881885,联宣二手电脑专营店,外星人,7084GB,Ryzen 7,2446
8601561586983,UIG英特尔2025新款笔记本电脑酷睿i9/i7+RTX4060高性能AI学生办公设计编程轻薄本黑悟空电竞游戏本 店长推荐100万跑分/超酷睿i9级/畅玩黑悟空 64G运行...,10000,亿柯二手电脑专营店,惠普,7085GB,M1,1743
6470856092995,联想Lenovo) 拯救者15.6寸Y7000/ R9000P高刷电竞吃鸡设计游戏本二手笔记本电脑 9新 I7-6700H  960大屏编程15isk 16G内存+512G固态,300,首创二手电脑专营店,惠普,7086GB,Ryzen 9,233
9514780850579,联想拯救者Y7000P 2025补贴 电竞游戏笔记本电脑r 畅玩黑神话悟空 可选Y9000P同性能4070独显 14代酷睿 i7-14650HX 满血RTX4060 16G 1TB标配 2.5K超清,300,ZHI派智选数码经营部,荣耀,7087GB,AMD 其他,1260
4129664459954,七彩虹Colorful隐星P15 2025旗舰版P16游戏本4060独显酷睿i7学生设计补贴轻薄电竞游戏将星X17G15大屏笔记本电脑 政府补贴旗舰i5 4050 16G 512G,300,鑫航二手电脑专营店,机械革命,7088GB,Intel i9,1855
1426761319395,华为HUAWEI笔记本电脑matebookD15学生商务办公设计轻薄笔记本i5i7SE D15i5-8250U/8G/128G 15英寸 轻薄商务 标配+399元配件礼包,2365.073304,ThinkPad笔记本专卖店,机械革命,7089GB,AMD 锐龙,1561
3664178821050,机械革命MECHREVO蛟龙16Pro 2024新品16K游戏本 16英寸满血RTX4060游戏本 电竞设计学生笔记本电脑 畅玩黑神话悟空 蛟龙15K R7-7435H 3050/144HZ 32,6259.959745,戴尔阳光雨尉专卖店,其他,7090GB,M2,1255
5704705361589,华硕ASUS天选2/3 二手笔记本 飞行堡垒 15.6寸高性能独显电竞吃鸡游戏本电脑 95新I5-7300H 1050电竞游戏飞行堡垒,1574.406804,鸿运电脑数码二手专营店,lg,7091GB,Intel i5,983
8615762406819,电竞游戏本RTX40独显Pro极光15大学生设计轻薄笔记本电脑 极光15丨旗舰i5HX丨满血RTX4050 政府补贴丨官,9617.831819,卓越科技二手电脑专营店,华为,7092GB,Intel N系列,2415
3450912673579,联想笔记本电脑小新Pro16可选 2025店铺20%高性能标压酷睿i5性能本 政府办公游戏设计扬天V轻薄笔记本 爆款V15 N4500 16G内存 512G固态 精装升级 独显级显卡...,1507.320854,翎音数码商行经营部,惠普,7093GB,M2,2393
2143106802786,机械革命国家补贴20%无界15X 暴风雪R7-8745HS 32G 1T 99Wh 120Hz 2.5K )轻薄办公游戏本笔记本电脑,3309.555791,七彩虹电脑旗舰店,七彩虹,7094GB,Ryzen 5,1453
4298583123833,戴睿dere2025新款英特尔笔记本电脑高性能轻薄本 超薄全能商务办公设计大学生网课家用手提电脑 仙女款高配英特尔+IPS窄边全面屏 32G内存 1TB超速固态,300,东科智选经营部,其他,7095GB,AMD 锐龙,2627
9851450183707,惠普HP国家补贴20%战66 六代14英寸轻薄笔记本电脑 酷睿高性能13代i5 32G 1TB 高色域低蓝光 AI,300,机械革命笔记本旗舰店,小米,7096GB,Intel i7,2519
1321391356049,HAWEIAI Book1月新款2025英特尔酷睿i9/I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 英特尔13 Pro2.5K全面屏+抗蓝光+指纹 16G内存+2TB超速硬盘,5586.058149,亿柯二手电脑专营店,华硕,7097GB,M1,365
9507995041835,七彩虹ColorfulP15隐星P16游戏本高性能4060显卡设计AI办公大学生笔记本电脑 畅玩黑神话悟空 P16 13代i7H-4060/16G+512G,300,瑞程二手电脑专营店,宏碁,7098GB,Intel i7,1528
1861062423734,补贴20%英特尔可选酷睿笔记本电脑轻薄网课设计学习商务办公 AI终端 英特尔15pro+窄边全面屏 8G运行+128G硬盘14英寸,2064.537307,ThinkPad笔记本专卖店,小米,7099GB,Ryzen 5,1084
6561294193092,华品智选2025款16代英特尔轻薄本酷睿i7高性能笔记本电脑商务办公本独显游戏本学生本专用设计师本 英特尔 16代轻薄本 高清护眼 32G运行+512G超速硬盘,300,戴尔DELL云天盛专卖店,苹果,7100GB,Intel i3,2689
4629421262334,H&U&W国行2025新英特尔+酷睿i7笔记本电脑轻薄本大学生办公便携高性能游戏本商务设计AI标压手提本 15代14英寸英特尔IPS护眼+9D蓝光全面屏 8G内...,300,联想电脑整机授权专卖店,戴尔,7101GB,Intel 其他,957
4084335634504,联想拯救者Y7000P 2025补贴20%游戏笔记本电脑酷睿i7满血4060独显 可选昭阳X3核显大学生工作站CAD建模 i7-13620H 16G内存512G固态升级X3 全新升级 官方正品丨1w+,300,联想笔记本电脑授权专卖店,小米,7102GB,Ryzen 5,1522
3217783010552,H&U&W国行2025新英特尔+酷睿i7笔记本电脑轻薄本大学生办公便携高性能游戏本商务设计AI标压手提本 银4K级9D液晶屏16代AI酷睿版+指纹/背光 16G内...,2617.975436,方与园二手电脑专营店,火影,7103GB,Intel i7,2672
3732729298935,神舟HASEE国家补贴20%优雅X6-16英寸轻薄本商务办公本笔记本电脑(i5-12450H 16GB 512G WiFi6)银色,8667.463008,京智天选官企特惠拼购店,外星人,7104GB,其他,430
5153845107590,联想Lenovo二手笔记本电脑轻薄便携13/14/15.6英寸商务办公i5娱乐网课学习游戏设计 4I3二代/8G内存/256固态 高性价比 联想lenovo 9成新,5124.596194,小新Think官企办公本小店,华硕,7105GB,Intel i3,2615
2855338399107,小米笔记本电脑国家补贴20%红米REDMI Book 14 2025焕新版轻薄本高性能13代酷睿 16G 512G新品上市,9668.679471,联想福本专卖店,华硕,7106GB,Intel i5,2579
9319058151040,NAIWO国行2025款16代英特尔+AMD锐龙大屏笔记本电脑轻薄便携DeepSeek笔记本学生学习商务Ai办公游戏 英特尔Max17.3英寸巨幕大屏Ai+指纹背光-银 32G运行+1T...,1546.599191,老哥稳二手电脑专营店,火影,7107GB,Intel i5,481
9099479698079,机械革命国家补贴20%无界15X 暴风雪R7-8745HS 32G 1T 99Wh 120Hz 2.5K )轻薄办公游戏本笔记本电脑,300,Matebook笔记本小店,微星,7108GB,M1,2313
3460869489353,机械革命MECHREVO蛟龙15K国家补贴20% 15.6英寸大学生电竞游戏本AI笔记本电脑(R7-7435H/4050/16G/512G/165Hz),300,天选者旗舰店,雷神,7109GB,Intel 其他,1492
6964325679753,LGNC长续航英特尔16代64G笔记本电脑酷睿i7i9款满血独显2025粉色轻薄办公高性能金属游戏设计 酷睿I9满血独显多开不卡顿 64G+1024G180天以换代...,3819.495569,华品智旗舰店,荣耀,7110GB,M1,1815
9853061733653,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 轻薄款14代英特尔IPS护眼屏 32GB运存+...,8197.664999,京优甄选电竞拼购店,华为,7111GB,Intel i7,396
9956535238096,品弘本国行2025款英特尔+酷睿i7笔记本电脑1060独显高性能15.6英寸超清4K屏32G高速运行2TB游戏办公 AI终端家用办公影视+9D蓝光全面屏 12G运行+128G...,5202.523729,王者二手电脑专营店,荣耀,7112GB,Intel N系列,1857
6169740040529,Apple Macbook Pro二手苹果笔记本电脑超强M芯商务办公娱乐设计剪辑开发后期制作 95成新 18款13寸八代i5/8G-256G银/灰9Q2,300,机械革命磐迅专卖店,lg,7113GB,Intel N系列,2203
7612753246593,戴尔游匣G15 高性能创意设计游戏本6G独显RTX3050 标压i5-13450HX 16G内存 512G固态 15.6英寸屏笔记本,7527.702481,笔记本电脑整机店,荣耀,7114GB,其他,2618
5772066125052,极械2025新款笔记本电脑酷睿i9+RTX4060光追独显AI编程设计大学生手提高性能轻薄本黑悟空电竞游戏本 店长力荐抢升14核i9-12900H+4G独显 32G超大内存+1T...,7284.900222,联想商用斯泰授权专卖店,其他,7115GB,Intel N系列,2342
7913290851885,雷神猎刃15国家补贴20%15.6英寸游戏本笔记本电脑(酷睿i7-14650HX 4060 16+1T 165Hz)政府补贴,9276.177644,ThinkPad专卖店,戴尔,7116GB,其他,2719
4587371108464,HAWEIAI Book1月新款2025英特尔酷睿i9/I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 英特尔13 Pro2.5K全面屏+抗蓝光+指纹 16G内存+2TB超速硬盘,8892.854625,ThinkPad笔记本专卖店,火影,7117GB,Ryzen 7,792
6105077580466,联想笔记本电脑小新16高能轻薄本 标压锐龙7 8745H 16G 512G 高色域护眼屏 丰富接口国家补贴20%,4573.354889,亿盛源电脑办公专营店,华为,7118GB,M3,1210
9315080999472,UIG拯救系列国行2025新英特尔酷睿i964G笔记本电脑轻薄本学生办公高性能游戏本金榜设计AI手提本 拯救系列酷睿i9级/背光指纹解锁英雄联盟...,2108.191388,戴睿旗舰店,神舟,7119GB,Intel i3,1769
7691146321029,AOC笔记本电脑新款大师N300国家补贴20%12代英特尔15.6英寸轻薄护眼商务办公学生本32+1TB一级能效,300,LGHO旗舰店,火影,7120GB,Ryzen 7,844
4610933575412,联想Lenovo异能者生态 笔记本电脑 P14H 2025款 14.1英寸轻薄本办公本商务 N150 16G 512G,300,LGHO旗舰店,外星人,7121GB,Intel i9,2080
1644555649657,华硕a豆14 2025新品AI轻薄本 笔记本电脑(13代i5 16G 1T超大硬盘 护眼屏 赠office)国家补贴20%办公 青,6944.013981,新联享优选经营部,荣耀,7122GB,M1,924
9793811804574,华为HUAWEImatebook D14/数字14笔记本电脑超轻薄本学生商务办公本设计便携 D14R5-3500U/16G 咨询客服享好礼  默认512G固态,300,一站淘二手电脑专营店,机械革命,7123GB,Intel i3,140
4480381488040,华为MateBook D16国家国补20% 2025新款 Linux系统 16英寸大屏13代酷睿标压轻薄办公超薄本 银丨i5-13420H 16G  1TB 高色域 Linux +预装系统版本,10000,ACER宏碁旗舰店,火影,7124GB,Intel i9,1461
5989588757998,H&U&W官方2025英特尔+酷睿i7金属笔记本电脑全面屏轻薄本大学生网课设计商务办公游戏本AI手提电脑 店长推17.3大屏旗舰机4K级高刷屏+指纹背光 ...,300,HUATWAI电脑办公旗舰店,火影,7125GB,Intel N系列,228
1224945361366,华硕天选air5Pro/天选4/天选3笔记本电脑畅玩黑神话悟空学生游戏本商务画图设计办公本4060/4070独立显 16GB+1TB固态硬盘 天选3-i7-12700H-RTX3060 正品展机-支持,5558.387997,华品智旗舰店,海尔,7126GB,Ryzen 5,1401
7758864490085,戴睿dere国家补贴20%爆款16英寸高性能酷睿i9 笔记本电脑自营旗舰轻薄 AI智能商务办公游戏本16G/1TB 2.5K,1508.035383,联铭数码经营部,三星,7127GB,Intel i5,2173
3865663918411,神舟HASEE国家补贴20%战神S8 13代酷睿i5 15.6英寸游戏本笔记本电脑(i5-13420H RTX4050 16+512G 144Hz),7450.50543,联想有点授权专卖店,三星,7128GB,Ryzen 9,1211
2667219968877,Apple/苹果AI笔记本/2024MacBookPro14英寸M4(10+10核) 16G 512G深空黑色笔记本电脑 MW2U3CH/A,300,环宇鸿图二手电脑专营店,机械革命,7129GB,其他,739
7911502334182,联想小新Pro16 2025轻薄笔记本电脑 2代酷睿Ultra5 32G 1T 2.8K OLED 120Hz 1100nits国家补贴20%,8572.360278,Matebook官企拼购店,机械革命,7130GB,AMD 锐龙,2514
2781007298703,联想国家补贴20%笔记本电脑扬天V15 锐龙R7高性能商务办公娱乐学生网课学习轻薄本 标配R7八核/16G/512G固态 高清大屏,6927.584325,戴尔戴鑫专卖店,华硕,7131GB,M3,1220
3299559874698,神舟HASEE国家补贴20%战神S8 12代酷睿i9 15.6英寸游戏本笔记本电脑(i9-12900H RTX4060 16G 512G 2.5K),6071.339164,企晨二手电脑专营店,三星,7132GB,Ryzen 5,2523
5700899708964,AIERXUAN爱尔轩Air14 2025新款英特尔14英寸高性能笔记本电脑轻薄本自营 商务学生办公手提电脑青8G 128G,1752.569626,Astra官企数码店,联想,7133GB,M2,2298
5567008579677,华硕天选4/3/2游戏本笔记本电脑酷睿独显满血4060高性能轻薄学生设计 I7-10750H|1650Ti-4G|144hz 16GB内存+512GB固态可定制 正品样机|支持验机,6891.17642,优选笔记本旗舰店,华为,7134GB,Intel i7,2421
9391456039191,ThinkPad联想笔记本电脑 E14 超能版 商务办公学生轻薄本 英特尔酷睿5 220H 16G 1T 2.8K黑色,2622.536887,七彩虹Colorful旗舰店,华硕,7135GB,AMD 锐龙,2021
2291128306277,联想笔记本电脑小新15 2025高性能轻薄本 锐龙7 8745HS 16G 512G 2.5K 165Hz OLED国家补贴20%,2022.319825,拯救者电脑整机经营部,雷神,7136GB,Intel N系列,1722
1646796725849,联想拯救者Y7000P/R9000P笔记本电脑游戏本旗舰独显设计学生轻薄本 Y7000I7-9750H/GTX1650荐 16GB内存|512G固态 支持检测|正品保障,9478.056643,瑞程二手电脑专营店,华硕,7137GB,Intel N系列,1876
5072842390226,Apple Macbook Pro15寸二手苹果笔记本视网膜2K屏独显设计渲染剪辑应用开发 15款15寸i7/16G-512银LT2 95成新,649.5163413,菱竞卖场店,华硕,7138GB,Ryzen 5,880
7988696926167,华为MateBook 14 酷睿 Ultra笔记本电脑 国家补贴20% 2.8K OLED触控手写屏 Ultra 5 32G 1T 深空灰,1305.428994,ThinkPad笔记本专卖店,外星人,7139GB,Intel N系列,1873
8608169366862,LAVRIKOW2025拯救系列新款笔记本电脑大学生者专用高性能轻薄本设计编程商务办公酷睿i9满血独显电竞游戏本 拯救系列/电竞款游戏本/酷睿i7+独显 32G运...,2900.979013,MIFANS米粉严选拼购店,荣耀,7140GB,M3,2035
3114013168730,方正国家补贴20%鲲鹏系列笔记本电脑新款N100商务办公15.6寸高性能16G轻薄本手提512G大学生便携笔记本,2449.202163,拯救者来酷生活拼购店,宏碁,7141GB,AMD 锐龙,1663
1697391126702,联想笔记本电脑小新Pro14 2025可选酷睿i5 i7 高性价轻薄本大学生商务办公本游戏本可选异能者 N100 16G内存 512G固态丨P14H标配 默认,7374.751627,华为新通路专卖店,机械革命,7142GB,M1,2458
9127375316175,指纹解锁笔记本电脑轻薄本粉色女大学生15.6英寸便携手提电脑办公学习上网本 AI终端Book全新英特尔16Pro  粉色 8G内存+256G固态硬盘 指纹解锁 8重...,3536.953499,H&U&W旗舰店,海尔,7143GB,M2,1113
1553260151735,戴尔DELL国家补贴20% 灵越16Plus 16英寸13代酷睿高性能轻薄本设计本商务办公笔记本电脑7630 i5-13420H / 2.5K屏 120Hz高刷 16G内存 1T固态 标配,4930.575146,梅梅梅数码经营部,荣耀,7144GB,M1,290
7839918391327,联想拯救者Y7000P 2025补贴20%游戏笔记本电脑 i7满血RTX4060独显 大学生设计师CAD建模昭阳电竞本可选 i7-13620H 16G内存 1T固态丨X3 全新升级 官方正品丨1w+买,300,渝新优品二手电脑专营店,联想,7145GB,AMD 其他,2633
5295814389329,2025新款英特尔15.6英寸大屏轻薄笔记本电脑上网办公游戏手提电脑 银色 512G+16G送鼠标/支架/电脑包,1971.793542,MateBook官企工作室,七彩虹,7146GB,Intel i5,2165
7009914237597,电竞游戏本RTX40独显Pro极光15大学生设计轻薄笔记本电脑 极光15丨旗舰i5HX丨满血RTX4050 政府补贴丨官,10000,笔记本电脑整机店,联想,7147GB,M1,372
2552016295351,补贴20%英特尔可选酷睿笔记本电脑轻薄网课设计学习商务办公 顶配N95-英特尔+15代+窄边全面屏 16G运行+128G硬盘14寸,3837.563927,Ultrabook建外工作室,惠普,7148GB,AMD 锐龙,1269
4885010057056,机械革命MECHREVO蛟龙16Pro游戏本24款笔记本极光/旷世系列学生独显4060高端游戏本 蛟龙.:R7-5800H RTX3060-165 16G+512G固态 已拆封已激活,820.7184152,鸿发国威二手电脑专营店,机械革命,7149GB,Ryzen 5,1218
7464473062128,联想笔记本电脑小新16 2025高性能轻薄本 英特尔酷睿标压i5 24G 512G 高色域 办公国家补贴20%,6051.475935,优品精选二手笔记本专营店,lg,7150GB,Intel 其他,1281
9880313059622,I7满血独显笔记本电脑轻薄本高端高性能金属游戏设计 酷睿i7集显4K+全能本+全面屏+背光+指纹锁 16G内存+1TB超速硬盘,6584.395686,鸿图二手电脑专营店,惠普,7151GB,Intel i7,1539
9222269250393,荣耀笔记本X14 2025 战斗版国家补贴13代酷睿标压i5 16G 512G 14吋护眼屏 轻薄笔记本电脑 灰,5091.995489,联想福本专卖店,lg,7152GB,Intel i5,809
5184407591497,小米MI笔记本电脑国家补贴20%红米 REDMI Book 14 2025轻薄本办公本高性能英特尔酷睿Core5-210H新品,2338.574868,LENO电脑办公旗舰店,三星,7153GB,Intel i9,438
9353872672345,华硕天选6 Pro国家补贴20%酷睿HX 16英寸电竞游戏本 笔记本电脑 酷睿U7-255HX/RTX5070/日蚀灰 16G内存/1T高速固态硬盘 2.5K 165Hz 16:10高色域电竞屏,5563.884919,京优甄选电竞拼购店,宏碁,7154GB,Intel i3,1091
5534333457868,宏碁掠夺者擎NEO2023/2024暗影骑士擎13代酷睿高性能游戏本笔记本电脑 暗影骑士擎 11代i5/3060/144HZ 16G+512G固态 假一赔三 支持验机 资源机,5327.17258,联想蓝坤专卖店,惠普,7155GB,其他,2701
2299000365562,方正鲲鹏系列笔记本电脑高性能15.6英寸12G大学生办公商务N95娱乐1TB大容量超轻薄本手提电脑,300,LGEH旗舰店,宏碁,7156GB,M2,211
2334552160885,方正国家补贴20%笔记本电脑展翅系列15.6英寸酷睿i5-1240P办公本16G高性能轻薄本1TB大容量手提电脑,6777.800659,天利通游戏本专营店,小米,7157GB,其他,2530
9815693891422,戴尔DELL灵越Pro15 3530轻薄便携办公15.6英寸笔记本大学生游戏手提电脑 灵越353013代酷睿 120HZ高刷 16G内存 512G固态推荐定制款,1987.101733,COLORFIRE电竞旗舰店,华为,7158GB,Intel N系列,407
1851125934432,华品智选2025款16代英特尔轻薄本酷睿i7高性能笔记本电脑商务办公本独显游戏本学生本专用设计师本 英特尔 16代轻薄本 高清护眼 32G运行+512G超速硬盘,5555.255129,天选者官方旗舰店,火影,7159GB,AMD 其他,2079
8986863118029,惠普HP星Book pro16 新款16英寸大屏轻薄笔记本电脑 EVO认证 高频内存 设计渲染 人脸识别 可选独显 芋泥紫薯 i5-13500H/16G/intelXe 1TB/2.5K/120H,10000,HWED笔记本旗舰店,外星人,7160GB,其他,2414
4420763788515,联想Lenovo24期分期 免息笔记本小新16酷睿12代i5全面屏金属商务办公游戏轻薄笔记本Pro级电脑 定制i5-12450H/16G/1TB 锐炬显卡,2910.382842,渝新优品二手电脑专营店,神舟,7161GB,M1,2265
1620930629390,笔记本电脑补贴20% 锐龙全能本昭阳/小新轻薄高性能商务办公学生游戏设计手提本 升级R5-7430U 8G 512G固态联想X5 性价比标杆丨办公首选丨,9076.707631,COLORFIRE电竞旗舰店,七彩虹,7162GB,Ryzen 9,2139
8563824508673,华硕a豆14 Air悦享版 AI轻薄笔记本电脑(R9 H 270 32G 1T 2.5K护眼屏 17小时续航)国家补贴20%办公 青,300,京贸优选二手笔记本专营店,三星,7163GB,Intel N系列,571
3713166450484,戴尔DELL戴尔笔记本电脑i7剪辑设计商务办公轻薄本吃鸡游戏本流畅高清 1- i7-16G-512GB-独显1GB 标准套餐,7035.643909,ThinkPad笔记本旗舰店,惠普,7164GB,Ryzen 9,303
7891044731904,联想拯救者Y7000 2025补贴 旗舰电竞游戏笔记本电脑学生设计不到9000活动补贴 14核标压酷睿i7-13650HX 24G 512G 满血4060标配丨国家补贴20% 高色域丨高刷新率,4361.686461,七彩虹笔记本电脑旗舰店,其他,7165GB,Intel N系列,821
3007126806416,机械革命MECHREVO蛟龙16Pro游戏本补贴20%2025新16K锐龙R7 RTX4050/5070Ti独显16英寸大学生电竞笔记本电脑 16K丨旗舰R7H丨RTX4050独显丨165Hz,2401.201323,花落数码商行经营部,其他,7166GB,AMD 其他,1069
1819615516536,宏碁acer墨舞Air国家补贴20% 大容量高性能网课笔记本电脑 16英寸轻薄本教育办公 全国联保,9798.357294,汇朋二手电脑专营店,小米,7167GB,Ryzen 9,1319
9688250440889,轻薄政府办公大学生游戏扬天笔记本电脑 i5-13420H 16G内存 1TB固态 精装升级 独显级显卡 超高清,300,七彩虹Colorful旗舰店,lg,7168GB,M3,1252
6730576541449,玩嘉国补20% 2025 笔记本电脑轻薄本学生网课设计手提金属商务办公本  16pro高端 银色16G+512GB,3461.504868,优选笔记本旗舰店,荣耀,7169GB,Intel i5,1573
7342838648008,机械革命无界15X 国家补贴20%2025高性能锐龙轻薄本 学生办公商务笔记本电脑 R7-8745HS 32G 1T 灰色 120Hz 2.5K高色域,300,华硕汉腾专卖店,苹果,7170GB,Intel N系列,1512
4940056584727,极械革命2025新款笔记本电脑酷睿i9百万跑分性能怪兽编程高清护眼AI轻薄本黑悟空金属4060电竞游戏本 革命系列AI终端酷睿i9级+4K级高清护眼屏 16G...,4448.75536,欢琪电脑办公店,戴尔,7171GB,Ryzen 9,2241
6287530549382,ThinkPad国家补贴20%联想ThinkBook 14+2025锐龙AI全能本R7 H 260 14.5英寸32G 1T 3K高刷屏笔记本电脑,10000,南风九五新电脑数码经营部,惠普,7172GB,Ryzen 5,2081
9763744712765,华为HUAWEImatebook D14/D15笔记本电脑超轻薄本学生商务办公本设计便携 D14R5-4500U/16G/6核7nm 512G固态硬盘 激活非新/咨询客服享好礼,6208.284995,飞飞二手电脑专营店,戴尔,7173GB,M1,1787
2239792044197,神舟HASEE国家补贴20%战神Z8 12代酷睿i5 15.6英寸游戏本笔记本电脑(i5-12450H RTX4060 16G 512G),4087.077592,凌雄科技二手商品专营店,微星,7174GB,M1,764
4499687873912,ThinkPad联想ThinkBook14+ 2025酷睿3K屏Ultra9 AI超能本 轻薄学生设计办公游戏手提笔记本电脑可选异能者 N100 16G内存 512G高速固态 P14H IPS全高清屏,300,华为百贴专卖店,小米,7175GB,AMD 锐龙,2228
8858741043121,联想ThinkPad T系列酷睿i5/i7笔记本电脑商务学生办公轻薄本工作站 14英寸 酷睿i5满血增强版 32GB运行内存 - 1TB固态硬盘,10000,宏盛二手电脑专营店,神舟,7176GB,M2,939
2982598994643,Apple/苹果MacBook Pro16英寸M4 Max(16+40核)128G 8T深空黑色笔记本电脑Z1FW00055教育优惠,2292.007491,鸿发国威二手电脑专营店,惠普,7177GB,M3,1248
8920164941581,KHXZ国行新品2025款英特尔+酷睿i7金属笔记本电脑轻薄本大学生上网课设计学习商务办公AI游戏手提 AI终端英特尔16pro+4K窄边全面屏蓝光级 16G运...,300,星晟二手电脑专营店,惠普,7178GB,Intel i5,483
7656986109463,华硕天选6 Pro 酷睿版 国家补贴20% 酷睿HX 16英寸电竞游戏本 笔记本电脑 酷睿U7-255HX/RTX5070/日蚀灰 16G内存/1T高速固态硬盘 16英寸 2.5K 165Hz 高,3082.554354,七彩虹电脑整机旗舰店,苹果,7179GB,Intel i3,2015
8034704730311,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 AI终端英特尔16pro+4K窄边全面屏蓝光级 32G...,300,联想;LENOVO华海专卖店,荣耀,7180GB,Ryzen 5,828
7528914980035,惠普(HP)星book/Pro G8 2024款二手笔记本电脑酷睿i7 16G14/15寸轻薄办公本 9新店长强荐i7四代/16G+512G-14款,10000,Astra官企数码店,机械革命,7181GB,Intel i7,2617
5337288380127,极械2025新款笔记本电脑酷睿i9+RTX4060光追独显AI编程设计大学生手提高性能轻薄本黑悟空电竞游戏本 轻薄便携AI终端酷睿i9级+4K级高清护眼屏 16G大...,5271.401595,ZWIDE数码旗舰店,三星,7182GB,其他,2637
4919235967980,荣耀magicbook笔记本电脑X14x16轻薄便携学生商务设计游戏独显2025款 荣耀14i5-8265U/8+256独显 官方标配|内存硬盘可升级定制 店保两年|正品保障,3250.51649,ThinkPad物云专卖店,雷神,7183GB,Intel N系列,640
4494530791321,华为MateBook D14SE高清全面护眼屏笔记本电脑设计网课学生游戏轻薄 D14R5-3500U/8G/512G 14英寸高清全面屏 原装正品 标配+699赠品大礼包,5921.396638,联想京尊选专卖店,神舟,7184GB,M2,1767
2192465337733,戴睿dere2025新款英特尔笔记本电脑高性能轻薄本 超薄全能商务办公设计大学生网课家用手提电脑 仙女款高配英特尔+IPS窄边全面屏 32G内存 1TB超速固态,6035.817165,首创二手电脑专营店,机械革命,7185GB,Ryzen 7,468
5742153541991,惠普HP国家补贴20%锐15 AMD锐龙 15.6英寸轻薄笔记本电脑(六核R5-7530U 16G 512G指纹 一年上门),6795.495168,华硕电脑旗舰店,华为,7186GB,Intel 其他,2411
3527282906994,华为HUAWEI二手笔记本电脑MateBook14/xpro触屏3K全面屏 轻薄便携商务办公设计本 95新mate14-i7十代16G-512G-触屏 华为MateBook超薄本,7237.49152,鲸智游戏本展销经营部,戴尔,7187GB,Intel i7,536
9480694153040,华为Huawei/华为笔记本电脑高端i7办公商务大学生电竞游戏手提轻薄本 华为D15-i78550-16G-1TB独显2G,6284.974367,鲸智游戏本展销经营部,七彩虹,7188GB,Intel N系列,668
8059889882591,七彩虹隐星p16pro 25年新款笔记本电脑14代酷睿i7 16英寸5070笔记本高性能游戏本学生设计轻薄本P16 Pro i7-14650HX/RTX5070 16G/1T,2932.038165,Astra官企数码店,火影,7189GB,其他,1667
7720303168776,联想lenovo小新等系列二手笔记本 14/15.6寸商务办公 视频剪辑 设计制图轻薄笔记本电脑 店长热荐酷睿2双核-16G+620G混合盘核显 9成新,300,华为新通路专卖店,小米,7190GB,Ryzen 7,1238
8819773962515,机械革命国家补贴20%极光15 15.6英寸游戏本笔记本电脑(I5-12450HX 16G 512G RTX4050 165HZ ),300,京智天选官企特惠拼购店,lg,7191GB,Intel 其他,2551
8539180564774,联想拯救者Y7000P/R9000P笔记本电脑游戏本旗舰独显设计学生轻薄本 Y7000I7-9750H/GTX1650荐 16GB内存|512G固态 支持检测|正品保障,5889.45787,机械革命智烁专卖店,苹果,7192GB,AMD 其他,1430
5491836178735,宏碁acer非凡Go Fun 国家补贴20% 16英寸轻薄本 商务办公学生笔记本电脑(8核i3-N305 16G-LPDDR5 512G )灰,2546.130641,浦联中慧官方旗舰店,小米,7193GB,Ryzen 9,742
7658501094966,小米笔记本电脑国家补贴20%红米 Redmi Book 16 2024焕新版 13代酷睿i5标压 16英寸 办公轻薄本,5258.081356,ultrabook笔记本小店,荣耀,7194GB,Ryzen 5,702
3231048138045,华为MateBook 14 酷睿 Ultra笔记本电脑 国家补贴20% 2.8K OLED触控手写屏 Ultra 5 32G 1T 深空灰,8900.917563,京挑优选二手电脑专营店,宏碁,7195GB,Intel i7,833
8982610254588,HALIWEI国行2025款英特尔+酷睿i7笔记本电脑高性能金属轻薄本网课学习设计便携商务办公游戏学生手提 酷睿i7+独显电竞编程 32GB运存+1TB超速硬盘,4341.149601,机械师笔记本旗舰店,小米,7196GB,Intel 其他,1126
1528584709694,机械师曙光16Pro国家政府补贴20%16英寸游戏本笔记本电脑 酷睿i7-14650HX RTX4060 165Hz 16G 1T 白,3283.552311,星人国际二手电脑专营店,苹果,7197GB,AMD 其他,2305
